"","camis","dba","boro","building","street","zipcode","phone","x","address"
"11989",41424828,"DUNKIN' DONUTS","BROOKLYN",542,"EASTERN PARKWAY",11225,7182210036,7,"542,EASTERN PARKWAY,NY"
"11990",50005125,"GOOD TASTE #1","BROOKLYN",235,"KINGSTON AVE",11213,7182211112,9,"235,KINGSTON AVE,NY"
"11991",41156149,"Tasty Delicious Bakery","BROOKLYN",1096,"RUTLAND ROAD",11212,7182211222,58,"1096,RUTLAND ROAD,NY"
"11992",41657236,"POPEYES LOUISIANA KITCHEN","BROOKLYN",1994,"ATLANTIC AVENUE",11233,7182211994,8,"1994,ATLANTIC AVENUE,NY"
"11993",41427544,"SUBWAY","BROOKLYN",273,"UTICA AVENUE",11213,7182212702,19,"273,UTICA AVENUE,NY"
"11994",40884718,"DOMINO'S","BROOKLYN",1479,"FULTON STREET",11216,7182214800,31,"1479,FULTON STREET,NY"
"11995",41304987,"KING'S WOK","BROOKLYN",1473,"BEDFORD AVENUE",11216,7182215866,26,"1473,BEDFORD AVENUE,NY"
"11996",41614709,"THE NEW MILLENIUM","BROOKLYN",1558,"FULTON STREET",11216,7182216800,62,"1558,FULTON STREET,NY"
"11997",41476734,"CROWN FRIED CHICKEN","BROOKLYN",226,"UTICA AVENUE",11213,7182216898,13,"226,UTICA AVENUE,NY"
"11998",41530091,"JOY & SNOOK RESTAURANT AND BAKERY","BROOKLYN",762,"NOSTRAND AVENUE",11216,7182218020,17,"762,NOSTRAND AVENUE,NY"
"11999",41374089,"SILVER KRUST","BROOKLYN",1695,"PRESIDENT STREET",11213,7182218380,58,"1695,PRESIDENT STREET,NY"
"12000",41362506,"EMPIRE GRILL","BROOKLYN",597,"EMPIRE BOULEVARD",11213,7182218597,39,"597,EMPIRE BOULEVARD,NY"
"12001",41511333,"CHINA PAVILION","BROOKLYN",302,"TROY AVENUE",11213,7182218888,21,"302,TROY AVENUE,NY"
"12002",50018753,"BOEUF & BUN","BROOKLYN",271,"KINGSTON AVE",11213,7182218900,5,"271,KINGSTON AVE,NY"
"12003",41566418,"JOY II KITCHEN","BROOKLYN",1153,"NOSTRAND AVENUE",11225,7182219999,57,"1153,NOSTRAND AVENUE,NY"
"12004",41461511,"GOURMET CAFE","BROOKLYN",9,"HANOVER PLACE",11201,7182220090,27,"9,HANOVER PLACE,NY"
"12005",41386041,"CROWN FRIED CHICKEN","BROOKLYN",339,"MYRTLE AVENUE",11205,7182220154,12,"339,MYRTLE AVENUE,NY"
"12006",41696147,"BREUCKELEN COLONY","BROOKLYN",274,"4 AVENUE",11215,7182220280,35,"274,4 AVENUE,NY"
"12007",41075211,"SUSHI GALLERY","BROOKLYN",71,"CLARK STREET",11201,7182220308,3,"71,CLARK STREET,NY"
"12008",41077320,"BAKED","BROOKLYN",359,"VAN BRUNT STREET",11231,7182220345,13,"359,VAN BRUNT STREET,NY"
"12009",50014190,"BABA'S PIEROGIES","BROOKLYN",295,"3RD AVE",11215,7182220777,6,"295,3RD AVE,NY"
"12010",41574633,"SMASHBURGER","BROOKLYN",80,"DEKALB AVENUE",11201,7182221101,9,"80,DEKALB AVENUE,NY"
"12011",41272917,"BAR GREAT HARRY","BROOKLYN",280,"SMITH STREET",11231,7182221103,29,"280,SMITH STREET,NY"
"12012",41502613,"OAXACA","BROOKLYN",250,"4 AVENUE",11215,7182221122,34,"250,4 AVENUE,NY"
"12013",41707587,"SUBWAY","BROOKLYN",75,"ATLANTIC AVENUE",11201,7182221154,4,"75,ATLANTIC AVENUE,NY"
"12014",41632630,"THE GENERAL GREENE","BROOKLYN",229,"DEKALB AVENUE",11205,7182221510,41,"229,DEKALB AVENUE,NY"
"12015",41218438,"COBBLESTONE FOOD","BROOKLYN",199,"COURT STREET",11201,7182221661,19,"199,COURT STREET,NY"
"12016",40727214,"CHINANTLA RESTAURANT","BROOKLYN",657,"MYRTLE AVENUE",11205,7182221719,45,"657,MYRTLE AVENUE,NY"
"12017",41323299,"BROOKLYN ICE HOUSE","BROOKLYN",318,"VAN BRUNT STREET",11231,7182221865,13,"318,VAN BRUNT STREET,NY"
"12018",50001873,"INFINITEA CAFE","BROOKLYN",150,"LAWRENCE STREET",11201,7182221921,5,"150,LAWRENCE STREET,NY"
"12019",41477231,"DINO","BROOKLYN",222,"DEKALB AVENUE",11205,7182221999,44,"222,DEKALB AVENUE,NY"
"12020",40799210,"JOYA","BROOKLYN",215,"COURT STREET",11201,7182223484,38,"215,COURT STREET,NY"
"12021",41302926,"DEITY","BROOKLYN",368,"ATLANTIC AVENUE",11217,7182223692,23,"368,ATLANTIC AVENUE,NY"
"12022",50000359,"FROZEN PEAKS","BROOKLYN",115,"COURT ST",11201,7182224272,8,"115,COURT ST,NY"
"12023",50000345,"BROTHERS BAGELS","BROOKLYN",285,"COURT STREET",11231,7182224357,30,"285,COURT STREET,NY"
"12024",50038509,"IHOP","BROOKLYN",253,"LIVINGSTON ST",11201,7182224467,5,"253,LIVINGSTON ST,NY"
"12025",41463187,"GREEN POWER CAFE AT EQUINOX FITNESS CLUB","BROOKLYN",194,"JORALEMON STREET",11201,7182225321,48,"194,JORALEMON STREET,NY"
"12026",41664870,"KUMO SUSHI","BROOKLYN",512,"COURT STREET",11231,7182225758,36,"512,COURT STREET,NY"
"12027",41498508,"BERLYN","BROOKLYN",25,"LAFAYETTE AVENUE",11217,7182225800,36,"25,LAFAYETTE AVENUE,NY"
"12028",41419933,"KOTO SUSHI & STEAK","BROOKLYN",552,"HENRY STREET",11231,7182228055,24,"552,HENRY STREET,NY"
"12029",41382211,"MOON PALACE DELI","BROOKLYN",496,"ATLANTIC AVENUE",11217,7182228405,21,"496,ATLANTIC AVENUE,NY"
"12030",41612195,"SUBWAY","BROOKLYN",572,"ATLANTIC AVENUE",11217,7182228686,13,"572,ATLANTIC AVENUE,NY"
"12031",50001355,"RENAISSANCE JAVA CAFE","BROOKLYN",200,"SCHERMERHORN ST",11201,7182228868,7,"200,SCHERMERHORN ST,NY"
"12032",40818166,"STARBUCKS","BROOKLYN",167,"COURT STREET",11201,7182229729,6,"167,COURT STREET,NY"
"12033",50019227,"THAI HOLIC","BROOKLYN",372,"MYRTLE AVE",11205,7182229992,5,"372,MYRTLE AVE,NY"
"12034",41693861,"ACE HOT BAGEL & DELI","QUEENS",25305,"NORTHERN BOULEVARD",11362,7182240014,41,"25305,NORTHERN BOULEVARD,NY"
"12035",40398150,"CJ SULLIVAN'S","QUEENS",21310,"41 AVENUE",11361,7182240060,47,"21310,41 AVENUE,NY"
"12036",50037155,"PARKWAY DINER","QUEENS",4425,"DOUGLASTON PKWY",11363,7182240101,6,"4425,DOUGLASTON PKWY,NY"
"12037",41716632,"PATSY'S PIZZERIA","QUEENS",2164,"UTOPIA PARKWAY",11357,7182240200,28,"2164,UTOPIA PARKWAY,NY"
"12038",50016799,"PIURA","QUEENS",3932,"BELL BLVD",11361,7182240330,18,"3932,BELL BLVD,NY"
"12039",50014390,"CINCO DE MAYO","QUEENS",4229,"BELL BLVD",11361,7182240330,13,"4229,BELL BLVD,NY"
"12040",41628423,"SAFARI BEACH CLUB","QUEENS",4005,"BELL BOULEVARD",11361,7182240690,42,"4005,BELL BOULEVARD,NY"
"12041",41621706,"CAFE BENCH","QUEENS",19409,"NORTHERN BOULEVARD",11358,7182240703,4,"19409,NORTHERN BOULEVARD,NY"
"12042",40400493,"BARNES & NOBLE CAFE","QUEENS",2380,"BELL BOULEVARD",11360,7182241084,11,"2380,BELL BOULEVARD,NY"
"12043",41385377,"PICCOLO SOGNO PEZZERIA-TRATTORIA","QUEENS",19514,"47 AVENUE",11358,7182241717,12,"19514,47 AVENUE,NY"
"12044",40786902,"BOSTON MARKET","QUEENS",2390,"BELL BOULEVARD",11360,7182241747,31,"2390,BELL BOULEVARD,NY"
"12045",41194925,"APHRODITES SWEETS","QUEENS",2007,"FRANCIS LEWIS BOULEVARD",11357,7182241774,31,"2007,FRANCIS LEWIS BOULEVARD,NY"
"12046",40678235,"BOURBON STREET","QUEENS",4012,"BELL BOULEVARD",11361,7182242200,27,"4012,BELL BOULEVARD,NY"
"12047",50044903,"KARAOKE CHRISTMAS","QUEENS",4729,"BELL BLVD",11361,7182242434,1,"4729,BELL BLVD,NY"
"12048",41634834,"CHRISTMAS KARAOKE","QUEENS",4729,"BELL BOULEVARD",11361,7182242434,22,"4729,BELL BOULEVARD,NY"
"12049",40979852,"L'ITALIANO TRATTORIA","QUEENS",21601,"HORACE HARDING EXPRESSWAY",11364,7182242536,20,"21601,HORACE HARDING EXPRESSWAY,NY"
"12050",50009233,"HASHI RAMEN & IZAKAYA","QUEENS",19212,"NORTHERN BLVD",11358,7182242961,19,"19212,NORTHERN BLVD,NY"
"12051",41548181,"YEDON","QUEENS",20911,"NORTHERN BOULEVARD",11361,7182243080,6,"20911,NORTHERN BOULEVARD,NY"
"12052",50043813,"MU SHU","QUEENS",25313,"NORTHERN BLVD",11362,7182243288,3,"25313,NORTHERN BLVD,NY"
"12053",50017937,"PAPA JOHN'S","QUEENS",19318,"NORTHERN BLVD",11358,7182243311,7,"19318,NORTHERN BLVD,NY"
"12054",50035264,"CHIPOTLE MEXICAN GRILL","QUEENS",25465,"HORACE HARDING EXPY",11362,7182244220,3,"25465,HORACE HARDING EXPY,NY"
"12055",41263568,"TERRACE DINER","QUEENS",21297,"26 AVENUE",11360,7182244434,26,"21297,26 AVENUE,NY"
"12056",41387641,"BI  WON","QUEENS",6158,"SPRINGFIELD BOULEVARD",11364,7182244585,35,"6158,SPRINGFIELD BOULEVARD,NY"
"12057",41581869,"TEASPOON BAKE SHOP","QUEENS",3641,"BELL BOULEVARD",11361,7182244626,7,"3641,BELL BOULEVARD,NY"
"12058",50016696,"NEW JADE SEA","QUEENS",3514,"BELL BLVD",11361,7182245300,18,"3514,BELL BLVD,NY"
"12059",41534490,"CHIMAC","QUEENS",422426,"BELL BLVD",11361,7182245815,15,"422426,BELL BLVD,NY"
"12060",50035581,"ARKANSAS FRIED CHICKEN","BRONX",778,"E TREMONT AVE",10460,7182246030,3,"778,E TREMONT AVE,NY"
"12061",41320925,"PANERA BREAD","QUEENS",25441,"HORACE HARDING EXPRESSWAY",11362,7182246320,12,"25441,HORACE HARDING EXPRESSWAY,NY"
"12062",40561234,"DOUGLASTON GOLF SNACKS","QUEENS",6320,"MARATHON PARKWAY",11362,7182246566,15,"6320,MARATHON PARKWAY,NY"
"12063",41630124,"DUNKIN' DONUTS, BASKIN ROBBINS","QUEENS",4008,"BELL BOULEVARD",11361,7182247013,9,"4008,BELL BOULEVARD,NY"
"12064",40819976,"DUNKIN' DONUTS","QUEENS",21920,"NORTHERN BOULEVARD",11361,7182247112,23,"21920,NORTHERN BOULEVARD,NY"
"12065",40386612,"WHITE CASTLE","QUEENS",21317,"NORTHERN BOULEVARD",11361,7182247333,9,"21317,NORTHERN BOULEVARD,NY"
"12066",41664779,"D'ALESSANDRO'S CORNER GRILL","QUEENS",3935,"BELL BOULEVARD",11361,7182247455,18,"3935,BELL BOULEVARD,NY"
"12067",41255592,"AVLI THE LITTLE GREEK TAVERN","QUEENS",3831,"BELL BOULEVARD",11361,7182247575,30,"3831,BELL BOULEVARD,NY"
"12068",41525131,"IL BACCO RISTORANTE","QUEENS",25324,"NORTHERN BOULEVARD",11362,7182247657,43,"25324,NORTHERN BOULEVARD,NY"
"12069",41692007,"THE POUR HOUSE","QUEENS",21311,"41 AVENUE",11361,7182247687,32,"21311,41 AVENUE,NY"
"12070",41204498,"IL SAPORE ITALIANO PIZZERIA","QUEENS",4417,"DOUGLASTON PARKWAY",11363,7182248009,32,"4417,DOUGLASTON PARKWAY,NY"
"12071",41262936,"MICKEY'S PLACE","QUEENS",4017,"BELL BOULEVARD",11361,7182248152,32,"4017,BELL BOULEVARD,NY"
"12072",41405150,"TONY ROMA'S","QUEENS",21035,"26 AVENUE",11360,7182248669,26,"21035,26 AVENUE,NY"
"12073",41145879,"DOUGLASTON MANOR","QUEENS",6320,"COMMONWEALTH BLVD",11363,7182248787,30,"6320,COMMONWEALTH BLVD,NY"
"12074",41655458,"BCD TOFU HOUSE","QUEENS",22005,"NORTHERN BOULEVARD",11361,7182248889,37,"22005,NORTHERN BOULEVARD,NY"
"12075",40756020,"LA GROTTA RISTORANTE","QUEENS",25412,"NORTHERN BOULEVARD",11362,7182248899,17,"25412,NORTHERN BOULEVARD,NY"
"12076",40594214,"MAGGIE MAYS","QUEENS",21422,"41 AVENUE",11361,7182249898,9,"21422,41 AVENUE,NY"
"12077",41431305,"AMY & CATHY'S CHINESE RESTAURANT","QUEENS",4746,"BELL BOULEVARD",11361,7182250010,15,"4746,BELL BOULEVARD,NY"
"12078",41654462,"SUBWAY","QUEENS",3927,"BELL BOULEVARD",11361,7182250888,9,"3927,BELL BOULEVARD,NY"
"12079",41537124,"BONCHON","QUEENS",4537,"BELL BOULEVARD",11361,7182251010,22,"4537,BELL BOULEVARD,NY"
"12080",50009993,"LITTLE DUMPLING","QUEENS",25220,"NORTHERN BLVD",11362,7182251178,14,"25220,NORTHERN BLVD,NY"
"12081",41631065,"AYNA AGRA","QUEENS",21335,"39 AVENUE",11361,7182251201,19,"21335,39 AVENUE,NY"
"12082",41699711,"KOREAN NOODLE HOUSE","QUEENS",21009,"NORTHERN BOULEVARD",11361,7182251210,24,"21009,NORTHERN BOULEVARD,NY"
"12083",40369849,"GINO'S PIZZERIA","QUEENS",6132,"SPRINGFIELD BOULEVARD",11364,7182251475,26,"6132,SPRINGFIELD BOULEVARD,NY"
"12084",40370167,"BURGER KING","QUEENS",22210,"NORTHERN BOULEVARD",11361,7182251695,37,"22210,NORTHERN BOULEVARD,NY"
"12085",41597456,"JOE'S SICILIAN BAKERY","QUEENS",21216,"48 AVENUE",11364,7182252272,12,"21216,48 AVENUE,NY"
"12086",50041997,"TOSKANA PIZZERIA RESTAURANT","QUEENS",24825,"NORTHERN BLVD",11362,7182252887,1,"24825,NORTHERN BLVD,NY"
"12087",41348065,"DUNKIN' DONUTS","QUEENS",2605,"FRANCIS LEWIS BOULEVARD",11358,7182253040,8,"2605,FRANCIS LEWIS BOULEVARD,NY"
"12088",40668596,"FRESCO BAR CAFE RESTAURANT","QUEENS",19202,"NORTHERN BOULEVARD",11358,7182253500,31,"19202,NORTHERN BOULEVARD,NY"
"12089",41453387,"LOCAL BAR AND GRILL","QUEENS",3924,"BELL BOULEVARD",11361,7182254522,32,"3924,BELL BOULEVARD,NY"
"12090",40371807,"AUNT BELLA'S REST OF LITTLE NECK","QUEENS",4619,"MARATHON PARKWAY",11362,7182254700,23,"4619,MARATHON PARKWAY,NY"
"12091",50042596,"KENTA SUSHI BAR","QUEENS",3923,"BELL BLVD",11361,7182254898,7,"3923,BELL BLVD,NY"
"12092",50004183,"Lima 33","QUEENS",25404,"NORTHERN BLVD",11362,7182254949,8,"25404,NORTHERN BLVD,NY"
"12093",41391952,"MARTHA'S COUNTRY BAKERY","QUEENS",4106,"BELL BOULEVARD",11361,7182255200,20,"4106,BELL BOULEVARD,NY"
"12094",40608102,"KEBAB HOUSE","QUEENS",25505,"NORTHERN BOULEVARD",11362,7182255318,26,"25505,NORTHERN BOULEVARD,NY"
"12095",41690386,"KORYODANG BAKERY AND CAFE","QUEENS",21902,"NORTHERN BOULEVARD",11361,7182256030,3,"21902,NORTHERN BOULEVARD,NY"
"12096",40517120,"BLUE BAY DINER","QUEENS",5850,"FRANCIS LEWIS BOULEVARD",11364,7182256333,19,"5850,FRANCIS LEWIS BOULEVARD,NY"
"12097",40815185,"CONSTANTINES DELI","QUEENS",20510,"48 AVENUE",11364,7182256918,14,"20510,48 AVENUE,NY"
"12098",41650779,"SILK HOOKAH LOUNGE","QUEENS",19208,"NORTHERN BOULEVARD",11358,7182257455,7,"19208,NORTHERN BOULEVARD,NY"
"12099",41374464,"DOMINO'S","QUEENS",3626,"BELL BOULEVARD",11361,7182257575,5,"3626,BELL BOULEVARD,NY"
"12100",41461600,"FIVE GUYS FAMOUS BURGERS AND FRIES","QUEENS",21033,"26 AVENUE",11360,7182257600,14,"21033,26 AVENUE,NY"
"12101",40371988,"NORTH SHORE DINER","QUEENS",19652,"NORTHERN BLVD",11358,7182258000,43,"19652,NORTHERN BLVD,NY"
"12102",41462890,"CHICKEN LOVERS RESTAURANT","QUEENS",21509,"NORTHERN BOULEVARD",11361,7182258482,57,"21509,NORTHERN BOULEVARD,NY"
"12103",50007471,"COCO FRESH TEA & JUICE","QUEENS",4540,"BELL BLVD",11361,7182258810,10,"4540,BELL BLVD,NY"
"12104",41637267,"PANDA GARDEN CHINESE RESTAURANT","QUEENS",21510,"NORTHERN BLVD",11361,7182258899,18,"21510,NORTHERN BLVD,NY"
"12105",41546934,"ALLEY POND DRIVING RANGE","QUEENS",23105,"NORTHERN BOULEVARD",11363,7182259187,19,"23105,NORTHERN BOULEVARD,NY"
"12106",50002747,"PIZZA EXPRESS","BROOKLYN",894,"QUINCY STREET",11221,7182260266,30,"894,QUINCY STREET,NY"
"12107",41505331,"HOT SHOTZ SPORTS BAR I","STATEN ISLAND",6323,"AMBOY ROAD",10309,7182270057,21,"6323,AMBOY ROAD,NY"
"12108",50015617,"CHEF HONG","STATEN ISLAND",7226,"AMBOY RD",10307,7182270100,5,"7226,AMBOY RD,NY"
"12109",41266866,"E SQUARED CAFE","STATEN ISLAND",240,"PAGE AVENUE",10307,7182270327,11,"240,PAGE AVENUE,NY"
"12110",41008928,"ALOYSIA'S LOUNGE","STATEN ISLAND",7095,"AMBOY ROAD",10307,7182270494,15,"7095,AMBOY ROAD,NY"
"12111",50035830,"BAGEL HOUSE","STATEN ISLAND",4651,"HYLAN BLVD",10312,7182270503,5,"4651,HYLAN BLVD,NY"
"12112",41174904,"TONY'S PIZZERIA","STATEN ISLAND",1307,"ARTHUR KILL ROAD",10312,7182270700,25,"1307,ARTHUR KILL ROAD,NY"
"12113",40849504,"BOULEVARD TAVERN","STATEN ISLAND",4263,"HYLAN BOULEVARD",10312,7182270892,17,"4263,HYLAN BOULEVARD,NY"
"12114",50042487,"BURGER KING","BROOKLYN",1661,"LINDEN BLVD",11212,7182271100,1,"1661,LINDEN BLVD,NY"
"12115",41597298,"COUSIN'S PIZZA RESTAURANT","STATEN ISLAND",4553,"ARTHUR KILL ROAD",10309,7182271805,12,"4553,ARTHUR KILL ROAD,NY"
"12116",40542345,"TOWNE DELI & PIZZA","STATEN ISLAND",5373,"ARTHUR KILL ROAD",10307,7182271985,34,"5373,ARTHUR KILL ROAD,NY"
"12117",41209994,"ALL STAR PIZZA","STATEN ISLAND",694,"ARTHUR KILL ROAD",10308,7182272000,34,"694,ARTHUR KILL ROAD,NY"
"12118",50034673,"SOUTH SHORE BAR & GRILL","STATEN ISLAND",225,"ELLIS ST",10307,7182272258,13,"225,ELLIS ST,NY"
"12119",41464310,"VILLA PARADISIO","STATEN ISLAND",145,"GREAVES LANE",10308,7182272405,40,"145,GREAVES LANE,NY"
"12120",40992090,"MCDONALD'S","STATEN ISLAND",260,"PAGE AVENUE",10307,7182272483,13,"260,PAGE AVENUE,NY"
"12121",50002395,"EMPIRE SZECHUAN VILLAGE","STATEN ISLAND",4373,"AMBOY ROAD",10312,7182272888,8,"4373,AMBOY ROAD,NY"
"12122",41431222,"ANGELINA'S RISTORANTE","STATEN ISLAND",4446,"MAIN STREET",10307,7182272900,23,"4446,MAIN STREET,NY"
"12123",41377840,"BIG NOSE KATES","STATEN ISLAND",2484,"ARTHUR KILL ROAD",10309,7182273282,22,"2484,ARTHUR KILL ROAD,NY"
"12124",50014885,"CAMPANIA COAL FIRED PIZZA","STATEN ISLAND",3900,"RICHMOND AVE",10312,7182273286,1,"3900,RICHMOND AVE,NY"
"12125",50038951,"GIOVANNIS TRATTORIA","STATEN ISLAND",3800,"RICHMOND AVE",10312,7182273914,8,"3800,RICHMOND AVE,NY"
"12126",40365120,"SOUTH SHORE SWIMMING CLUB","STATEN ISLAND",6736,"HYLAN BOULEVARD",10309,7182274285,16,"6736,HYLAN BOULEVARD,NY"
"12127",40603743,"ROSSVILLE PIZZERIA","STATEN ISLAND",960,"BLOOMINGDALE ROAD",10309,7182274444,25,"960,BLOOMINGDALE ROAD,NY"
"12128",41585441,"ORANGE LEAF","STATEN ISLAND",65,"PAGE AVENUE",10309,7182274600,3,"65,PAGE AVENUE,NY"
"12129",41633013,"TOMO JAPANESE RESTAURANT","STATEN ISLAND",4561,"AMBOY ROAD",10312,7182275100,19,"4561,AMBOY ROAD,NY"
"12130",50000020,"IL POMODORO","STATEN ISLAND",896,"HUGUENOT AVE",10312,7182276300,17,"896,HUGUENOT AVE,NY"
"12131",50041111,"HYLAN PARK PLACE","STATEN ISLAND",4029,"HYLAN BLVD",10308,7182276820,1,"4029,HYLAN BLVD,NY"
"12132",50007663,"DA NICO OF MULBERRY","STATEN ISLAND",7324,"AMBOY RD",10307,7182277200,3,"7324,AMBOY RD,NY"
"12133",41504066,"RETRO FITNESS","STATEN ISLAND",2965,"VETERANS ROAD WEST",10309,7182277300,15,"2965,VETERANS ROAD WEST,NY"
"12134",40535347,"MCDONALD'S","STATEN ISLAND",655,"ROSSVILLE AVENUE",10309,7182277331,11,"655,ROSSVILLE AVENUE,NY"
"12135",41412577,"GENKI SUSHI","STATEN ISLAND",262,"ARDEN AVENUE",10312,7182277375,28,"262,ARDEN AVENUE,NY"
"12136",40786923,"BOSTON MARKET","STATEN ISLAND",854,"ARTHUR KILL ROAD",10312,7182278200,17,"854,ARTHUR KILL ROAD,NY"
"12137",41356909,"GIUSEPPE PIZZERIA","STATEN ISLAND",4300,"AMBOY ROAD",10312,7182278332,35,"4300,AMBOY ROAD,NY"
"12138",41013968,"DOCKS CLAM BAR","STATEN ISLAND",240,"PAGE AVENUE",10307,7182278500,17,"240,PAGE AVENUE,NY"
"12139",40925259,"CAFE LUNA","STATEN ISLAND",31,"PAGE AVENUE",10309,7182278582,45,"31,PAGE AVENUE,NY"
"12140",50008170,"SOUTH SHORE HOT BAGELS","STATEN ISLAND",4882,"ARTHUR KILL RD",10309,7182278600,25,"4882,ARTHUR KILL RD,NY"
"12141",41485508,"TAKAYAMA SUSHI LOUNGE","STATEN ISLAND",17,"PAGE AVENUE",10309,7182278744,24,"17,PAGE AVENUE,NY"
"12142",41326216,"NONNA'S OLD FASHIONED PIZZERIA / NONNA'S BAGELS","STATEN ISLAND",27,"BROWER COURT",10308,7182278844,44,"27,BROWER COURT,NY"
"12143",41051001,"FIORE DIMARE","STATEN ISLAND",227,"MANSION AVENUE",10308,7182279771,22,"227,MANSION AVENUE,NY"
"12144",50018165,"YUM YUM EASTERN","STATEN ISLAND",3279,"RICHMOND AVE",10312,7182279900,2,"3279,RICHMOND AVE,NY"
"12145",40980922,"BAYSIDE MARINA SNACK BAR","QUEENS",2805,"CROSS ISLAND PARKWAY",11360,7182290097,12,"2805,CROSS ISLAND PARKWAY,NY"
"12146",40534442,"SUSHI FAMILY","QUEENS",25201,"NORTHERN BOULEVARD",11362,7182290110,26,"25201,NORTHERN BOULEVARD,NY"
"12147",41473017,"MAGGIE MOO'S","QUEENS",3933,"BELL BOULEVARD",11361,7182290229,18,"3933,BELL BOULEVARD,NY"
"12148",41601943,"BAYSIDE DINER","QUEENS",20707,"NORTHERN BOULEVARD",11361,7182290242,16,"20707,NORTHERN BOULEVARD,NY"
"12149",50041158,"SOUVLA GREEK KITCHEN","QUEENS",20507,"35TH AVE",11361,7182290428,5,"20507,35TH AVE,NY"
"12150",41308332,"J.D.'S SALOON BAR","QUEENS",20811,"35 AVENUE",11361,7182291007,20,"20811,35 AVENUE,NY"
"12151",41223838,"UNCLE JACKS STEAKHOUSE","QUEENS",3940,"BELL BOULEVARD",11361,7182291100,24,"3940,BELL BOULEVARD,NY"
"12152",50010593,"SUBWAY, NATHAN'S FAMOUS","QUEENS",6113,"SPRINGFIELD BLVD",11364,7182291118,5,"6113,SPRINGFIELD BLVD,NY"
"12153",41377019,"FINO","QUEENS",3913,"BELL BOULEVARD",11361,7182291330,13,"3913,BELL BOULEVARD,NY"
"12154",41358370,"JIAN CHINESE RESTAURANT","QUEENS",25435,"HORACE HARDING EXPRESSWAY",11362,7182291503,14,"25435,HORACE HARDING EXPRESSWAY,NY"
"12155",40745870,"MARATHON FOOD SHOP","QUEENS",24919,"NORTHEN BLVD",11363,7182291711,10,"24919,NORTHEN BLVD,NY"
"12156",40390241,"PAPAZZIO RESTAURANT","QUEENS",3938,"BELL BOULEVARD",11361,7182291962,10,"3938,BELL BOULEVARD,NY"
"12157",50035589,"DAE SONG CHINESE RESAURANT","QUEENS",4332,"CORPORAL KENNEDY ST",11361,7182292279,3,"4332,CORPORAL KENNEDY ST,NY"
"12158",40397439,"BEN'S KOSHER DELI & RESTAURANT","QUEENS",21137,"26 AVENUE",11360,7182292367,14,"21137,26 AVENUE,NY"
"12159",40980328,"CLEARVIEW PARK (GOLF COURSE)","QUEENS",20212,"WILLETS POINT BOULEVARD",11360,7182292570,25,"20212,WILLETS POINT BOULEVARD,NY"
"12160",50017286,"MR. POLLO #1","QUEENS",4220,"BELL BLVD",11361,7182293064,9,"4220,BELL BLVD,NY"
"12161",40364858,"DOUGLASTON CLUB","QUEENS",600,"WEST DRIVE",11363,7182293900,21,"600,WEST DRIVE,NY"
"12162",41182747,"SUSHI BELL","QUEENS",3628,"BELL BOULEVARD",11361,7182294653,5,"3628,BELL BOULEVARD,NY"
"12163",41351706,"JIMMY'S TRATTORIA","QUEENS",4573,"BELL BOULEVARD",11361,7182295319,14,"4573,BELL BOULEVARD,NY"
"12164",40398389,"BURGER KING","QUEENS",24202,"61 AVENUE",11362,7182295701,18,"24202,61 AVENUE,NY"
"12165",41653501,"ASIAN TERRACE RESTAURANT","QUEENS",21133,"26 AVENUE",11360,7182295888,27,"21133,26 AVENUE,NY"
"12166",50010790,"CHINA GRILL","QUEENS",22012,"HORACE HARDING EXPESSWAY",11364,7182296077,3,"22012,HORACE HARDING EXPESSWAY,NY"
"12167",41446174,"L.I.E. HOT BAGEL","QUEENS",21025,"HORACE HARDING EXPRESSWAY",11364,7182297101,33,"21025,HORACE HARDING EXPRESSWAY,NY"
"12168",50038602,"NADREE","QUEENS",20941,"NORTHERN BLVD",11361,7182297200,3,"20941,NORTHERN BLVD,NY"
"12169",40395910,"MCDONALD'S","QUEENS",25001,"NORTHERN BOULEVARD",11362,7182297701,25,"25001,NORTHERN BOULEVARD,NY"
"12170",41545062,"MIZUMI","QUEENS",23110,"NORTHERN BOULEVARD",11362,7182298686,37,"23110,NORTHERN BOULEVARD,NY"
"12171",50039695,"THAI ASIAN CUISINE","QUEENS",24911,"NORTHERN BLVD",11362,7182298788,3,"24911,NORTHERN BLVD,NY"
"12172",41692900,"KING WOK CHINESE FOOD","QUEENS",24825,"NORTHERN BOULEVARD",11362,7182298988,40,"24825,NORTHERN BOULEVARD,NY"
"12173",41578481,"TOP HOT BAGELS & GRILL","QUEENS",4018,"BELL BOULEVARD",11361,7182299090,41,"4018,BELL BOULEVARD,NY"
"12174",41343142,"V.I. PIZZA","QUEENS",4302,"BELL BOULEVARD",11361,7182299311,25,"4302,BELL BOULEVARD,NY"
"12175",41063300,"CENTRE PIZZA","QUEENS",25425,"HORACE HARDING EXPRESS",11362,7182299879,17,"25425,HORACE HARDING EXPRESS,NY"
"12176",41697439,"MOVE WITH GRACE","BROOKLYN",469,"MYRTLE AVENUE",11205,7182300013,7,"469,MYRTLE AVENUE,NY"
"12177",41635498,"SPEEDY ROMEO","BROOKLYN",376,"CLASSON AVENUE",11238,7182300061,25,"376,CLASSON AVENUE,NY"
"12178",41040405,"MCDONALD'S","BROOKLYN",139,"FLATBUSH AVENUE",11217,7182300176,22,"139,FLATBUSH AVENUE,NY"
